kba |t0| |t1| |t2| |t3| |t4|
4.150215e+00 5.529675e-01 8.820351e-01 1.986304e-01 9.552017e-01 8.593117e-01
4.157296e+00 5.470272e-01 8.853056e-01 1.921685e-01 9.534506e-01 8.617193e-01
4.164378e+00 5.410593e-01 8.885330e-01 1.856971e-01 9.516657e-01 8.641111e-01
4.171459e+00 5.350641e-01 8.917172e-01 1.792162e-01 9.498469e-01 8.664870e-01
4.178541e+00 5.290420e-01 8.948579e-01 1.727263e-01 9.479944e-01 8.688468e-01
4.185622e+00 5.229931e-01 8.979550e-01 1.662276e-01 9.461081e-01 8.711903e-01
4.192704e+00 5.169178e-01 9.010084e-01 1.597203e-01 9.441880e-01 8.735174e-01
4.199785e+00 5.108165e-01 9.040179e-01 1.532048e-01 9.422341e-01 8.758279e-01
4.206867e+00 5.046894e-01 9.069833e-01 1.466814e-01 9.402465e-01 8.781218e-01
4.213948e+00 4.985368e-01 9.099045e-01 1.401503e-01 9.382251e-01 8.803988e-01
4.221030e+00 4.923591e-01 9.127814e-01 1.336118e-01 9.361700e-01 8.826588e-01
4.228112e+00 4.861565e-01 9.156138e-01 1.270662e-01 9.340813e-01 8.849016e-01
4.235193e+00 4.799294e-01 9.184016e-01 1.205138e-01 9.319589e-01 8.871271e-01
4.242275e+00 4.736781e-01 9.211446e-01 1.139549e-01 9.298028e-01 8.893352e-01
4.249356e+00 4.674029e-01 9.238427e-01 1.073897e-01 9.276131e-01 8.915258e-01
4.256438e+00 4.611042e-01 9.264957e-01 1.008186e-01 9.253898e-01 8.936985e-01
4.263519e+00 4.547822e-01 9.291036e-01 9.424188e-02 9.231330e-01 8.958534e-01
4.270601e+00 4.484372e-01 9.316661e-01 8.765976e-02 9.208426e-01 8.979903e-01
4.277682e+00 4.420697e-01 9.341832e-01 8.107257e-02 9.185187e-01 9.001090e-01
4.284764e+00 4.356799e-01 9.366547e-01 7.448059e-02 9.161614e-01 9.022093e-01
4.291845e+00 4.292680e-01 9.390806e-01 6.788412e-02 9.137706e-01 9.042913e-01
4.298927e+00 4.228346e-01 9.414606e-01 6.128344e-02 9.113465e-01 9.063546e-01
4.306009e+00 4.163798e-01 9.437946e-01 5.467886e-02 9.088889e-01 9.083991e-01
4.313090e+00 4.099041e-01 9.460826e-01 4.807066e-02 9.063981e-01 9.104248e-01
4.320172e+00 4.034077e-01 9.483244e-01 4.145913e-02 9.038740e-01 9.124314e-01
4.327253e+00 3.968909e-01 9.505199e-01 3.484457e-02 9.013167e-01 9.144189e-01
4.334335e+00 3.903542e-01 9.526690e-01 2.822728e-02 8.987261e-01 9.163870e-01
4.341416e+00 3.837978e-01 9.547716e-01 2.160754e-02 8.961025e-01 9.183357e-01
4.348498e+00 3.772220e-01 9.568276e-01 1.498565e-02 8.934458e-01 9.202648e-01
4.355579e+00 3.706273e-01 9.588368e-01 8.361913e-03 8.907560e-01 9.221742e-01
4.362661e+00 3.640138e-01 9.607992e-01 1.736612e-03 8.880332e-01 9.240637e-01
4.369742e+00 3.573821e-01 9.627147e-01 4.889953e-03 8.852775e-01 9.259331e-01
4.376824e+00 3.507323e-01 9.645831e-01 1.151749e-02 8.824889e-01 9.277825e-01
4.383906e+00 3.440649e-01 9.664045e-01 1.814569e-02 8.796675e-01 9.296115e-01
4.390987e+00 3.373801e-01 9.681786e-01 2.477427e-02 8.768134e-01 9.314202e-01
4.398069e+00 3.306784e-01 9.699053e-01 3.140294e-02 8.739265e-01 9.332082e-01
4.405150e+00 3.239600e-01 9.715847e-01 3.803138e-02 8.710070e-01 9.349756e-01
4.412232e+00 3.172252e-01 9.732166e-01 4.465931e-02 8.680549e-01 9.367221e-01
4.419313e+00 3.104746e-01 9.748009e-01 5.128643e-02 8.650703e-01 9.384477e-01
4.426395e+00 3.037082e-01 9.763376e-01 5.791245e-02 8.620533e-01 9.401522e-01
4.433476e+00 2.969266e-01 9.778265e-01 6.453705e-02 8.590039e-01 9.418355e-01
4.440558e+00 2.901301e-01 9.792677e-01 7.115996e-02 8.559221e-01 9.434974e-01
4.447639e+00 2.833190e-01 9.806609e-01 7.778086e-02 8.528082e-01 9.451378e-01
4.454721e+00 2.764936e-01 9.820062e-01 8.439947e-02 8.496620e-01 9.467566e-01
4.461803e+00 2.696543e-01 9.833034e-01 9.101547e-02 8.464838e-01 9.483537e-01
4.468884e+00 2.628014e-01 9.845526e-01 9.762859e-02 8.432736e-01 9.499288e-01
4.475966e+00 2.559353e-01 9.857536e-01 1.042385e-01 8.400314e-01 9.514820e-01
4.483047e+00 2.490563e-01 9.869063e-01 1.108449e-01 8.367574e-01 9.530130e-01
4.490129e+00 2.421649e-01 9.880108e-01 1.174476e-01 8.334515e-01 9.545218e-01
4.497210e+00 2.352612e-01 9.890669e-01 1.240461e-01 8.301140e-01 9.560081e-01
4.504292e+00 2.283457e-01 9.900746e-01 1.306403e-01 8.267449e-01 9.574720e-01
4.511373e+00 2.214188e-01 9.910339e-01 1.372298e-01 8.233443e-01 9.589132e-01
4.518455e+00 2.144807e-01 9.919447e-01 1.438143e-01 8.199122e-01 9.603317e-01
4.525536e+00 2.075318e-01 9.928069e-01 1.503935e-01 8.164488e-01 9.617272e-01
4.532618e+00 2.005726e-01 9.936205e-01 1.569671e-01 8.129541e-01 9.630998e-01
4.539700e+00 1.936032e-01 9.943854e-01 1.635349e-01 8.094283e-01 9.644492e-01
4.546781e+00 1.866241e-01 9.951017e-01 1.700965e-01 8.058713e-01 9.657753e-01
4.553863e+00 1.796357e-01 9.957692e-01 1.766516e-01 8.022835e-01 9.670781e-01
4.560944e+00 1.726383e-01 9.963880e-01 1.831999e-01 7.986647e-01 9.683574e-01
4.568026e+00 1.656321e-01 9.969580e-01 1.897412e-01 7.950151e-01 9.696131e-01
4.575107e+00 1.586177e-01 9.974791e-01 1.962751e-01 7.913349e-01 9.708450e-01
4.582189e+00 1.515954e-01 9.979514e-01 2.028013e-01 7.876241e-01 9.720531e-01
4.589270e+00 1.445654e-01 9.983748e-01 2.093196e-01 7.838828e-01 9.732372e-01
4.596352e+00 1.375282e-01 9.987493e-01 2.158296e-01 7.801112e-01 9.743973e-01
4.603433e+00 1.304841e-01 9.990748e-01 2.223310e-01 7.763092e-01 9.755331e-01
4.610515e+00 1.234335e-01 9.993514e-01 2.288236e-01 7.724772e-01 9.766446e-01
4.617597e+00 1.163767e-01 9.995790e-01 2.353070e-01 7.686150e-01 9.777318e-01
4.624678e+00 1.093141e-01 9.997577e-01 2.417810e-01 7.647230e-01 9.787943e-01
4.631760e+00 1.022460e-01 9.998873e-01 2.482453e-01 7.608011e-01 9.798322e-01
4.638841e+00 9.517282e-02 9.999679e-01 2.546995e-01 7.568495e-01 9.808454e-01
4.645923e+00 8.809490e-02 9.999995e-01 2.611433e-01 7.528683e-01 9.818337e-01
4.653004e+00 8.101259e-02 9.999821e-01 2.675765e-01 7.488577e-01 9.827970e-01
4.660086e+00 7.392624e-02 9.999156e-01 2.739988e-01 7.448176e-01 9.837352e-01
4.667167e+00 6.683623e-02 9.998001e-01 2.804099e-01 7.407484e-01 9.846483e-01
4.674249e+00 5.974290e-02 9.996356e-01 2.868095e-01 7.366500e-01 9.855360e-01
4.681330e+00 5.264661e-02 9.994220e-01 2.931972e-01 7.325227e-01 9.863983e-01
4.688412e+00 4.554772e-02 9.991595e-01 2.995729e-01 7.283664e-01 9.872351e-01
4.695494e+00 3.844660e-02 9.988479e-01 3.059361e-01 7.241815e-01 9.880463e-01
4.702575e+00 3.134359e-02 9.984873e-01 3.122867e-01 7.199679e-01 9.888318e-01
4.709657e+00 2.423906e-02 9.980778e-01 3.186242e-01 7.157258e-01 9.895915e-01
4.716738e+00 1.713337e-02 9.976193e-01 3.249485e-01 7.114554e-01 9.903252e-01
4.723820e+00 1.002686e-02 9.971118e-01 3.312592e-01 7.071568e-01 9.910329e-01
4.730901e+00 2.919918e-03 9.965554e-01 3.375561e-01 7.028301e-01 9.917145e-01
4.737983e+00 4.187116e-03 9.959501e-01 3.438388e-01 6.984754e-01 9.923699e-01
4.745064e+00 1.129388e-02 9.952960e-01 3.501070e-01 6.940929e-01 9.929990e-01
4.752146e+00 1.840001e-02 9.945929e-01 3.563606e-01 6.896828e-01 9.936017e-01
4.759227e+00 2.550516e-02 9.938411e-01 3.625991e-01 6.852451e-01 9.941778e-01
4.766309e+00 3.260896e-02 9.930405e-01 3.688223e-01 6.807800e-01 9.947274e-01
4.773391e+00 3.971105e-02 9.921911e-01 3.750298e-01 6.762877e-01 9.952502e-01
4.780472e+00 4.681108e-02 9.912930e-01 3.812215e-01 6.717683e-01 9.957463e-01
4.787554e+00 5.390869e-02 9.903463e-01 3.873971e-01 6.672219e-01 9.962155e-01
4.794635e+00 6.100352e-02 9.893509e-01 3.935561e-01 6.626487e-01 9.966577e-01
4.801717e+00 6.809520e-02 9.883069e-01 3.996984e-01 6.580488e-01 9.970729e-01
4.808798e+00 7.518339e-02 9.872144e-01 4.058237e-01 6.534224e-01 9.974609e-01
4.815880e+00 8.226773e-02 9.860734e-01 4.119317e-01 6.487697e-01 9.978217e-01
4.822961e+00 8.934786e-02 9.848840e-01 4.180220e-01 6.440907e-01 9.981552e-01
4.830043e+00 9.642341e-02 9.836462e-01 4.240945e-01 6.393857e-01 9.984613e-01
4.837124e+00 1.034940e-01 9.823601e-01 4.301488e-01 6.346548e-01 9.987399e-01
4.844206e+00 1.105594e-01 9.810257e-01 4.361847e-01 6.298981e-01 9.989909e-01
4.851288e+00 1.176191e-01 9.796431e-01 4.422018e-01 6.251159e-01 9.992142e-01
4.858369e+00 1.246728e-01 9.782124e-01 4.481999e-01 6.203082e-01 9.994099e-01
4.865451e+00 1.317202e-01 9.767336e-01 4.541787e-01 6.154753e-01 9.995777e-01
4.872532e+00 1.387608e-01 9.752068e-01 4.601379e-01 6.106173e-01 9.997176e-01
4.879614e+00 1.457944e-01 9.736321e-01 4.660773e-01 6.057344e-01 9.998295e-01
4.886695e+00 1.528206e-01 9.720095e-01 4.719965e-01 6.008266e-01 9.999134e-01
4.893777e+00 1.598390e-01 9.703392e-01 4.778953e-01 5.958943e-01 9.999692e-01
4.900858e+00 1.668493e-01 9.686211e-01 4.837735e-01 5.909376e-01 9.999968e-01
4.907940e+00 1.738511e-01 9.668555e-01 4.896306e-01 5.859566e-01 9.999961e-01
4.915021e+00 1.808441e-01 9.650423e-01 4.954666e-01 5.809515e-01 9.999671e-01
4.922103e+00 1.878279e-01 9.631817e-01 5.012810e-01 5.759224e-01 9.999096e-01
4.929185e+00 1.948021e-01 9.612737e-01 5.070737e-01 5.708697e-01 9.998237e-01
4.936266e+00 2.017665e-01 9.593184e-01 5.128443e-01 5.657933e-01 9.997092e-01
4.943348e+00 2.087206e-01 9.573159e-01 5.185925e-01 5.606936e-01 9.995661e-01
4.950429e+00 2.156641e-01 9.552664e-01 5.243182e-01 5.555706e-01 9.993943e-01
4.957511e+00 2.225967e-01 9.531699e-01 5.300210e-01 5.504246e-01 9.991937e-01
4.964592e+00 2.295180e-01 9.510265e-01 5.357007e-01 5.452558e-01 9.989643e-01
4.971674e+00 2.364277e-01 9.488363e-01 5.413569e-01 5.400642e-01 9.987061e-01
4.978755e+00 2.433254e-01 9.465995e-01 5.469895e-01 5.348502e-01 9.984189e-01
4.985837e+00 2.502107e-01 9.443161e-01 5.525982e-01 5.296139e-01 9.981027e-01
4.992918e+00 2.570834e-01 9.419862e-01 5.581826e-01 5.243555e-01 9.977574e-01
5.000000e+00 2.639430e-01 9.396100e-01 5.637426e-01 5.190751e-01 9.973830e-01
